id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
635,BMW 118i Sport #635,BMW,118i,Sport,11665,2023,98995,Hybrid,Automatic,97,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,88,£835 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/635
636,Toyota Yaris Hybrid #636,Toyota,Yaris,Hybrid,12044,2024,99132,Electric,Manual,104,SW6,eBay,AutoMart London,Dec 2026,2026-06-21,89,£836 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/636
637,Audi A3 TDI Sport #637,Audi,A3,TDI Sport,12423,2025,99269,Petrol,Automatic,111,SW7,Dealer Site,City Motors,Dec 2026,2026-06-22,90,£837 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/637
638,Nissan Leaf Tekna #638,Nissan,Leaf,Tekna,12802,2015,99406,Diesel,Manual,118,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,91,£838 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/638
639,Honda Civic i-VTEC #639,Honda,Civic,i-VTEC,13181,2016,99543,Hybrid,Automatic,125,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,92,£839 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/639
640,Mazda 3 SE-L #640,Mazda,3,SE-L,13560,2017,99680,Electric,Manual,132,SW10,eBay,Direct Autos,Dec 2026,2026-06-25,93,£840 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/640
641,Volkswagen Golf 1.5 TSI #641,Volkswagen,Golf,1.5 TSI,13939,2018,99817,Petrol,Automatic,139,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-26,94,£841 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/641
642,Ford Fiesta Titanium #642,Ford,Fiesta,Titanium,14318,2019,99954,Diesel,Manual,146,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-27,95,£842 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/642
643,BMW 118i Sport #643,BMW,118i,Sport,14697,2020,100091,Hybrid,Automatic,3,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-28,96,£843 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/643
644,Toyota Yaris Hybrid #644,Toyota,Yaris,Hybrid,15076,2021,100228,Electric,Manual,10,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,97,£844 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/644
645,Audi A3 TDI Sport #645,Audi,A3,TDI Sport,15455,2022,100365,Petrol,Automatic,17,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,55,£845 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/645
646,Nissan Leaf Tekna #646,Nissan,Leaf,Tekna,15834,2023,100502,Diesel,Manual,24,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-03,56,£846 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/646
647,Honda Civic i-VTEC #647,Honda,Civic,i-VTEC,16213,2024,100639,Hybrid,Automatic,31,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,57,£847 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/647
648,Mazda 3 SE-L #648,Mazda,3,SE-L,16592,2025,100776,Electric,Manual,38,SW18,eBay,AutoMart London,Dec 2026,2026-06-05,58,£848 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/648
649,Volkswagen Golf 1.5 TSI #649,Volkswagen,Golf,1.5 TSI,16971,2015,100913,Petrol,Automatic,45,SW19,Dealer Site,City Motors,Dec 2026,2026-06-06,59,£849 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/649
650,Ford Fiesta Titanium #650,Ford,Fiesta,Titanium,17350,2016,101050,Diesel,Manual,52,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,60,£850 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/650
651,BMW 118i Sport #651,BMW,118i,Sport,17729,2017,101187,Hybrid,Automatic,59,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,61,£851 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/651
652,Toyota Yaris Hybrid #652,Toyota,Yaris,Hybrid,18108,2018,101324,Electric,Manual,66,SW2,eBay,Direct Autos,Dec 2026,2026-06-09,62,£852 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/652
653,Audi A3 TDI Sport #653,Audi,A3,TDI Sport,18487,2019,101461,Petrol,Automatic,73,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-10,63,£853 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/653
654,Nissan Leaf Tekna #654,Nissan,Leaf,Tekna,18866,2020,101598,Diesel,Manual,80,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-11,64,£854 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/654
655,Honda Civic i-VTEC #655,Honda,Civic,i-VTEC,19245,2021,101735,Hybrid,Automatic,87,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-12,65,£855 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/655
656,Mazda 3 SE-L #656,Mazda,3,SE-L,19624,2022,101872,Electric,Manual,94,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,66,£856 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/656
657,Volkswagen Golf 1.5 TSI #657,Volkswagen,Golf,1.5 TSI,20003,2023,102009,Petrol,Automatic,101,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,67,£857 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/657
658,Ford Fiesta Titanium #658,Ford,Fiesta,Titanium,20382,2024,102146,Diesel,Manual,108,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-15,68,£858 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/658
659,BMW 118i Sport #659,BMW,118i,Sport,20761,2025,102283,Hybrid,Automatic,115,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,69,£859 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/659
660,Toyota Yaris Hybrid #660,Toyota,Yaris,Hybrid,21140,2015,102420,Electric,Manual,122,SW10,eBay,AutoMart London,Dec 2026,2026-06-17,70,£860 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/660
661,Audi A3 TDI Sport #661,Audi,A3,TDI Sport,21519,2016,102557,Petrol,Automatic,129,SW11,Dealer Site,City Motors,Dec 2026,2026-06-18,71,£861 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/661
662,Nissan Leaf Tekna #662,Nissan,Leaf,Tekna,21898,2017,102694,Diesel,Manual,136,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,72,£862 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/662
663,Honda Civic i-VTEC #663,Honda,Civic,i-VTEC,22277,2018,102831,Hybrid,Automatic,143,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,73,£863 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/663
664,Mazda 3 SE-L #664,Mazda,3,SE-L,22656,2019,102968,Electric,Manual,150,SW14,eBay,Direct Autos,Dec 2026,2026-06-21,74,£864 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/664
665,Volkswagen Golf 1.5 TSI #665,Volkswagen,Golf,1.5 TSI,23035,2020,103105,Petrol,Automatic,7,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-22,75,£865 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/665
666,Ford Fiesta Titanium #666,Ford,Fiesta,Titanium,23414,2021,103242,Diesel,Manual,14,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-23,76,£866 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/666
667,BMW 118i Sport #667,BMW,118i,Sport,23793,2022,103379,Hybrid,Automatic,21,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-24,77,£867 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/667
668,Toyota Yaris Hybrid #668,Toyota,Yaris,Hybrid,24172,2023,103516,Electric,Manual,28,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,78,£868 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/668
669,Audi A3 TDI Sport #669,Audi,A3,TDI Sport,24551,2024,103653,Petrol,Automatic,35,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,79,£869 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/669
670,Nissan Leaf Tekna #670,Nissan,Leaf,Tekna,24930,2025,103790,Diesel,Manual,42,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-27,80,£870 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/670
671,Honda Civic i-VTEC #671,Honda,Civic,i-VTEC,25309,2015,103927,Hybrid,Automatic,49,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,81,£871 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/671
672,Mazda 3 SE-L #672,Mazda,3,SE-L,25688,2016,104064,Electric,Manual,56,SW2,eBay,AutoMart London,Dec 2026,2026-06-01,82,£872 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/672
673,Volkswagen Golf 1.5 TSI #673,Volkswagen,Golf,1.5 TSI,26067,2017,104201,Petrol,Automatic,63,SW3,Dealer Site,City Motors,Dec 2026,2026-06-02,83,£873 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/673
674,Ford Fiesta Titanium #674,Ford,Fiesta,Titanium,26446,2018,104338,Diesel,Manual,70,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,84,£874 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/674
675,BMW 118i Sport #675,BMW,118i,Sport,26825,2019,104475,Hybrid,Automatic,77,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,85,£875 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/675
676,Toyota Yaris Hybrid #676,Toyota,Yaris,Hybrid,27204,2020,104612,Electric,Manual,84,SW6,eBay,Direct Autos,Dec 2026,2026-06-05,86,£876 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/676
677,Audi A3 TDI Sport #677,Audi,A3,TDI Sport,27583,2021,104749,Petrol,Automatic,91,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-06,87,£877 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/677
678,Nissan Leaf Tekna #678,Nissan,Leaf,Tekna,27962,2022,104886,Diesel,Manual,98,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-07,88,£878 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/678
679,Honda Civic i-VTEC #679,Honda,Civic,i-VTEC,28341,2023,105023,Hybrid,Automatic,105,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-08,89,£879 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/679
680,Mazda 3 SE-L #680,Mazda,3,SE-L,28720,2024,105160,Electric,Manual,112,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,90,£880 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/680
681,Volkswagen Golf 1.5 TSI #681,Volkswagen,Golf,1.5 TSI,29099,2025,105297,Petrol,Automatic,119,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,91,£881 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/681
682,Ford Fiesta Titanium #682,Ford,Fiesta,Titanium,29478,2015,105434,Diesel,Manual,126,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-11,92,£882 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/682
683,BMW 118i Sport #683,BMW,118i,Sport,29857,2016,105571,Hybrid,Automatic,133,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,93,£883 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/683
684,Toyota Yaris Hybrid #684,Toyota,Yaris,Hybrid,30236,2017,105708,Electric,Manual,140,SW14,eBay,AutoMart London,Dec 2026,2026-06-13,94,£884 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/684
685,Audi A3 TDI Sport #685,Audi,A3,TDI Sport,30615,2018,105845,Petrol,Automatic,147,SW15,Dealer Site,City Motors,Dec 2026,2026-06-14,95,£885 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/685
686,Nissan Leaf Tekna #686,Nissan,Leaf,Tekna,30994,2019,105982,Diesel,Manual,4,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,96,£886 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/686
687,Honda Civic i-VTEC #687,Honda,Civic,i-VTEC,5373,2020,106119,Hybrid,Automatic,11,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,97,£887 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/687
688,Mazda 3 SE-L #688,Mazda,3,SE-L,5752,2021,106256,Electric,Manual,18,SW18,eBay,Direct Autos,Dec 2026,2026-06-17,55,£888 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/688
689,Volkswagen Golf 1.5 TSI #689,Volkswagen,Golf,1.5 TSI,6131,2022,106393,Petrol,Automatic,25,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-18,56,£889 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/689
690,Ford Fiesta Titanium #690,Ford,Fiesta,Titanium,6510,2023,106530,Diesel,Manual,32,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-19,57,£890 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/690
691,BMW 118i Sport #691,BMW,118i,Sport,6889,2024,106667,Hybrid,Automatic,39,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-20,58,£891 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/691
692,Toyota Yaris Hybrid #692,Toyota,Yaris,Hybrid,7268,2025,106804,Electric,Manual,46,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,59,£892 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/692
693,Audi A3 TDI Sport #693,Audi,A3,TDI Sport,7647,2015,106941,Petrol,Automatic,53,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,60,£893 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/693
694,Nissan Leaf Tekna #694,Nissan,Leaf,Tekna,8026,2016,12078,Diesel,Manual,60,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-23,61,£894 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/694
695,Honda Civic i-VTEC #695,Honda,Civic,i-VTEC,8405,2017,12215,Hybrid,Automatic,67,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,62,£895 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/695
696,Mazda 3 SE-L #696,Mazda,3,SE-L,8784,2018,12352,Electric,Manual,74,SW6,eBay,AutoMart London,Dec 2026,2026-06-25,63,£896 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/696
697,Volkswagen Golf 1.5 TSI #697,Volkswagen,Golf,1.5 TSI,9163,2019,12489,Petrol,Automatic,81,SW7,Dealer Site,City Motors,Dec 2026,2026-06-26,64,£897 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/697
698,Ford Fiesta Titanium #698,Ford,Fiesta,Titanium,9542,2020,12626,Diesel,Manual,88,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,65,£898 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/698
699,BMW 118i Sport #699,BMW,118i,Sport,9921,2021,12763,Hybrid,Automatic,95,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,66,£899 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/699
700,Toyota Yaris Hybrid #700,Toyota,Yaris,Hybrid,10300,2022,12900,Electric,Manual,102,SW10,eBay,Direct Autos,Dec 2026,2026-06-01,67,£900 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/700
701,Audi A3 TDI Sport #701,Audi,A3,TDI Sport,10679,2023,13037,Petrol,Automatic,109,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-02,68,£901 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/701
702,Nissan Leaf Tekna #702,Nissan,Leaf,Tekna,11058,2024,13174,Diesel,Manual,116,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-03,69,£902 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/702
703,Honda Civic i-VTEC #703,Honda,Civic,i-VTEC,11437,2025,13311,Hybrid,Automatic,123,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-04,70,£903 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/703
704,Mazda 3 SE-L #704,Mazda,3,SE-L,11816,2015,13448,Electric,Manual,130,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,71,£904 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/704
705,Volkswagen Golf 1.5 TSI #705,Volkswagen,Golf,1.5 TSI,12195,2016,13585,Petrol,Automatic,137,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,72,£905 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/705
706,Ford Fiesta Titanium #706,Ford,Fiesta,Titanium,12574,2017,13722,Diesel,Manual,144,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-07,73,£906 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/706
707,BMW 118i Sport #707,BMW,118i,Sport,12953,2018,13859,Hybrid,Automatic,151,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,74,£907 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/707
708,Toyota Yaris Hybrid #708,Toyota,Yaris,Hybrid,13332,2019,13996,Electric,Manual,8,SW18,eBay,AutoMart London,Dec 2026,2026-06-09,75,£908 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/708
709,Audi A3 TDI Sport #709,Audi,A3,TDI Sport,13711,2020,14133,Petrol,Automatic,15,SW19,Dealer Site,City Motors,Dec 2026,2026-06-10,76,£909 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/709
710,Nissan Leaf Tekna #710,Nissan,Leaf,Tekna,14090,2021,14270,Diesel,Manual,22,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,77,£910 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/710
711,Honda Civic i-VTEC #711,Honda,Civic,i-VTEC,14469,2022,14407,Hybrid,Automatic,29,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,78,£911 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/711
712,Mazda 3 SE-L #712,Mazda,3,SE-L,14848,2023,14544,Electric,Manual,36,SW2,eBay,Direct Autos,Dec 2026,2026-06-13,79,£912 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/712
713,Volkswagen Golf 1.5 TSI #713,Volkswagen,Golf,1.5 TSI,15227,2024,14681,Petrol,Automatic,43,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-14,80,£913 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/713
714,Ford Fiesta Titanium #714,Ford,Fiesta,Titanium,15606,2025,14818,Diesel,Manual,50,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-15,81,£914 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/714
715,BMW 118i Sport #715,BMW,118i,Sport,15985,2015,14955,Hybrid,Automatic,57,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-16,82,£915 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/715
716,Toyota Yaris Hybrid #716,Toyota,Yaris,Hybrid,16364,2016,15092,Electric,Manual,64,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,83,£916 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/716
717,Audi A3 TDI Sport #717,Audi,A3,TDI Sport,16743,2017,15229,Petrol,Automatic,71,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,84,£917 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/717
718,Nissan Leaf Tekna #718,Nissan,Leaf,Tekna,17122,2018,15366,Diesel,Manual,78,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-19,85,£918 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/718
719,Honda Civic i-VTEC #719,Honda,Civic,i-VTEC,17501,2019,15503,Hybrid,Automatic,85,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,86,£919 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/719
720,Mazda 3 SE-L #720,Mazda,3,SE-L,17880,2020,15640,Electric,Manual,92,SW10,eBay,AutoMart London,Dec 2026,2026-06-21,87,£920 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/720
721,Volkswagen Golf 1.5 TSI #721,Volkswagen,Golf,1.5 TSI,18259,2021,15777,Petrol,Automatic,99,SW11,Dealer Site,City Motors,Dec 2026,2026-06-22,88,£921 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/721
722,Ford Fiesta Titanium #722,Ford,Fiesta,Titanium,18638,2022,15914,Diesel,Manual,106,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,89,£922 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/722
723,BMW 118i Sport #723,BMW,118i,Sport,19017,2023,16051,Hybrid,Automatic,113,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,90,£923 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/723
724,Toyota Yaris Hybrid #724,Toyota,Yaris,Hybrid,19396,2024,16188,Electric,Manual,120,SW14,eBay,Direct Autos,Dec 2026,2026-06-25,91,£924 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/724
725,Audi A3 TDI Sport #725,Audi,A3,TDI Sport,19775,2025,16325,Petrol,Automatic,127,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-26,92,£925 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/725
726,Nissan Leaf Tekna #726,Nissan,Leaf,Tekna,20154,2015,16462,Diesel,Manual,134,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-27,93,£926 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/726
727,Honda Civic i-VTEC #727,Honda,Civic,i-VTEC,20533,2016,16599,Hybrid,Automatic,141,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-28,94,£927 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/727
728,Mazda 3 SE-L #728,Mazda,3,SE-L,20912,2017,16736,Electric,Manual,148,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,95,£928 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/728
729,Volkswagen Golf 1.5 TSI #729,Volkswagen,Golf,1.5 TSI,21291,2018,16873,Petrol,Automatic,5,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,96,£929 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/729
730,Ford Fiesta Titanium #730,Ford,Fiesta,Titanium,21670,2019,17010,Diesel,Manual,12,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-03,97,£930 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/730
731,BMW 118i Sport #731,BMW,118i,Sport,22049,2020,17147,Hybrid,Automatic,19,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,55,£931 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/731
732,Toyota Yaris Hybrid #732,Toyota,Yaris,Hybrid,22428,2021,17284,Electric,Manual,26,SW2,eBay,AutoMart London,Dec 2026,2026-06-05,56,£932 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/732
733,Audi A3 TDI Sport #733,Audi,A3,TDI Sport,22807,2022,17421,Petrol,Automatic,33,SW3,Dealer Site,City Motors,Dec 2026,2026-06-06,57,£933 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/733
734,Nissan Leaf Tekna #734,Nissan,Leaf,Tekna,23186,2023,17558,Diesel,Manual,40,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,58,£934 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/734
735,Honda Civic i-VTEC #735,Honda,Civic,i-VTEC,23565,2024,17695,Hybrid,Automatic,47,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,59,£935 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/735
736,Mazda 3 SE-L #736,Mazda,3,SE-L,23944,2025,17832,Electric,Manual,54,SW6,eBay,Direct Autos,Dec 2026,2026-06-09,60,£936 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/736
737,Volkswagen Golf 1.5 TSI #737,Volkswagen,Golf,1.5 TSI,24323,2015,17969,Petrol,Automatic,61,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-10,61,£937 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/737
738,Ford Fiesta Titanium #738,Ford,Fiesta,Titanium,24702,2016,18106,Diesel,Manual,68,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-11,62,£938 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/738
739,BMW 118i Sport #739,BMW,118i,Sport,25081,2017,18243,Hybrid,Automatic,75,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-12,63,£939 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/739
740,Toyota Yaris Hybrid #740,Toyota,Yaris,Hybrid,25460,2018,18380,Electric,Manual,82,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,64,£940 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/740
741,Audi A3 TDI Sport #741,Audi,A3,TDI Sport,25839,2019,18517,Petrol,Automatic,89,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,65,£941 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/741
742,Nissan Leaf Tekna #742,Nissan,Leaf,Tekna,26218,2020,18654,Diesel,Manual,96,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-15,66,£942 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/742
743,Honda Civic i-VTEC #743,Honda,Civic,i-VTEC,26597,2021,18791,Hybrid,Automatic,103,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,67,£943 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/743
744,Mazda 3 SE-L #744,Mazda,3,SE-L,26976,2022,18928,Electric,Manual,110,SW14,eBay,AutoMart London,Dec 2026,2026-06-17,68,£944 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/744
745,Volkswagen Golf 1.5 TSI #745,Volkswagen,Golf,1.5 TSI,27355,2023,19065,Petrol,Automatic,117,SW15,Dealer Site,City Motors,Dec 2026,2026-06-18,69,£945 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/745
